,value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
13890,325000,59,73,19,51,58,60,44,56,2,1,CM
13891,350000,59,73,20,57,53,67,21,42,2,1,ST
13892,350000,59,73,21,56,51,61,35,58,1,1,RM
13893,350000,59,73,21,57,43,53,31,70,1,1,ST
13894,325000,59,73,19,48,51,63,27,47,1,1,RM
13895,350000,59,73,21,52,53,59,36,47,1,1,CAM
13896,350000,59,73,21,49,54,64,39,55,1,1,LW
13897,325000,59,73,19,46,57,64,41,54,2,1,CM
13898,350000,59,73,21,49,56,66,32,51,1,1,CAM
13899,300000,59,73,19,28,50,61,55,61,3,1,LB
13900,325000,59,73,20,31,40,58,62,51,2,1,LB
13901,350000,59,73,21,46,49,63,30,44,1,1,RM
13902,350000,59,73,21,55,51,65,23,36,2,1,RW
13903,325000,59,73,19,48,52,64,38,47,3,1,RW
13904,350000,59,73,20,46,54,59,45,68,1,1,CM
13905,325000,59,73,19,53,59,64,46,54,2,1,CM
13906,325000,59,73,19,42,56,61,55,69,2,1,CDM
13907,325000,59,73,19,45,56,64,31,54,2,1,CAM
13908,325000,59,73,21,33,43,51,55,61,1,1,RB
13909,325000,59,73,20,23,36,43,61,58,1,1,CB
13910,300000,59,73,19,26,36,36,60,63,1,1,CB
13911,325000,59,73,20,31,54,59,56,64,1,1,LB
13912,325000,59,73,19,45,60,61,42,48,1,1,CAM
13913,300000,59,73,19,41,50,57,57,65,1,1,RB
13914,300000,59,73,17,54,56,63,52,57,1,1,CM
13915,350000,59,73,20,46,58,60,54,63,2,1,CM
13916,325000,59,73,19,58,52,66,29,46,1,1,LW
13917,325000,59,73,19,43,55,55,59,61,1,1,CDM
13918,325000,59,73,20,28,39,36,56,69,1,1,CB
13919,325000,59,73,19,59,46,62,22,50,2,1,ST
13920,350000,59,73,20,52,57,62,30,44,1,1,CAM
13921,325000,59,73,19,47,53,63,34,63,2,1,RM
13922,350000,59,73,20,47,64,60,41,46,2,1,CAM
13923,300000,59,72,21,53,53,58,50,60,3,1,RM
13924,300000,59,72,21,55,42,63,23,64,1,1,ST
13925,300000,59,72,21,50,54,64,34,43,1,1,CAM
13926,280000,59,72,20,36,48,56,59,55,1,1,RB
13927,280000,59,72,21,35,47,52,57,66,1,1,CDM
13928,280000,59,72,20,46,51,53,55,74,2,1,CDM
13929,280000,59,72,21,37,49,54,56,69,3,1,CB
13930,280000,59,72,20,38,42,34,59,58,1,1,CB
13931,290000,59,72,19,53,51,67,28,52,1,1,ST
13932,280000,59,72,18,52,58,59,55,55,1,1,CM
13933,290000,59,72,19,58,45,54,34,59,1,1,ST
13934,280000,59,72,20,33,34,38,61,56,1,1,CB
13935,290000,59,72,19,54,52,62,26,47,2,1,ST
13936,300000,59,72,20,50,56,60,59,59,1,1,CM
13937,300000,59,72,20,48,56,65,31,46,2,1,CAM
13938,280000,59,72,20,28,44,54,57,58,1,1,RB
13939,280000,59,71,21,57,42,58,21,65,1,1,ST
13940,260000,59,71,22,31,37,39,62,58,1,1,CB
13941,260000,59,71,21,36,51,49,58,58,2,1,CDM
13942,260000,59,71,21,26,38,39,59,59,2,1,CB
13943,250000,59,71,21,29,51,57,57,65,1,1,LB
13944,280000,59,71,20,49,58,59,42,66,2,1,CAM
13945,280000,59,71,21,53,51,64,28,54,1,1,CAM
13946,280000,59,71,20,49,56,59,50,61,1,1,CM
13947,280000,59,71,20,41,55,60,44,57,2,1,LM
13948,260000,59,71,20,30,36,39,58,68,1,1,CB
13949,250000,59,71,20,46,50,64,55,56,2,1,RB
13950,270000,59,71,19,52,52,63,30,36,1,1,RM
13951,270000,59,71,19,41,56,61,51,68,2,1,LM
13952,280000,59,71,21,48,52,61,44,59,1,1,RM
13953,270000,59,71,19,58,51,63,26,43,1,1,LW
13954,270000,59,71,19,49,47,64,33,51,1,1,RW
13955,260000,59,71,20,51,57,56,60,51,1,1,CDM
13956,250000,59,71,20,33,51,58,57,54,1,1,LB
13957,250000,59,71,19,40,52,58,56,66,2,1,CDM
13958,250000,59,71,19,35,42,37,58,63,1,1,CB
13959,270000,59,71,19,59,40,57,19,55,1,1,ST
13960,280000,59,71,20,57,51,58,25,45,2,1,CF
13961,260000,59,71,20,28,40,48,57,67,1,1,CB
13962,280000,59,71,20,49,54,59,21,54,1,1,RM
13963,280000,59,71,22,53,52,61,35,61,3,1,LM
13964,280000,59,71,21,44,55,58,53,58,1,1,CM
13965,280000,59,71,20,54,49,66,26,44,1,1,LM
13966,260000,59,71,18,60,46,53,23,47,1,1,ST
13967,280000,59,71,20,62,41,59,20,48,1,1,ST
13968,280000,59,71,20,59,42,57,28,60,1,1,ST
13969,250000,59,71,19,30,32,33,61,61,1,1,CB
13970,270000,59,70,22,52,54,59,47,60,2,1,RW
13971,250000,59,70,22,39,56,63,55,64,2,1,CDM
13972,240000,59,70,21,32,47,62,55,55,1,1,LB
13973,260000,59,70,20,47,59,59,51,73,2,1,CM
13974,270000,59,70,22,54,52,60,35,56,3,1,RW
13975,240000,59,70,22,24,40,58,51,53,1,1,RB
13976,240000,59,70,21,34,47,56,57,55,2,1,RB
13977,240000,59,70,21,33,49,58,55,60,1,1,LB
13978,260000,59,70,22,44,57,60,47,56,2,1,CM
13979,270000,59,70,21,60,35,57,23,53,2,1,ST
13980,260000,59,70,21,40,56,65,54,63,1,1,CM
13981,260000,59,70,22,47,55,61,49,76,2,1,CM
13982,270000,59,70,21,60,50,57,25,53,1,1,ST
13983,270000,59,70,21,56,57,61,33,51,2,1,LM
13984,250000,59,70,22,53,55,63,55,59,2,1,CDM
13985,260000,59,70,19,45,55,58,54,59,1,1,CM
13986,260000,59,70,19,54,47,62,35,46,2,1,RM
13987,250000,59,70,20,24,42,51,60,53,1,1,CB
13988,270000,59,70,20,48,52,65,27,43,3,1,LM
13989,240000,59,70,19,35,54,60,54,62,2,1,CB
13990,260000,59,70,20,50,56,63,54,61,2,1,CM
13991,240000,59,70,22,37,48,56,55,61,1,1,RB
13992,270000,59,70,21,58,50,63,21,51,1,1,RM
13993,270000,59,70,21,62,54,62,29,42,1,1,RW
13994,250000,59,70,20,32,34,32,56,72,1,1,CB
13995,270000,59,70,20,58,40,56,17,57,1,1,ST
13996,260000,59,70,19,50,56,62,48,61,1,1,CM
13997,240000,59,70,20,37,51,60,58,50,1,1,RB
13998,250000,59,70,18,62,47,55,22,48,1,1,ST
13999,270000,59,70,21,51,54,57,25,48,1,1,LM
14000,250000,59,70,20,23,35,50,57,63,1,1,CB
14001,230000,59,69,23,28,51,47,60,54,1,1,CB
14002,230000,59,69,22,51,57,61,55,60,2,1,CDM
14003,230000,59,69,21,40,52,56,57,60,3,1,CB
14004,250000,59,69,21,49,56,59,56,68,1,1,CM
14005,230000,59,69,22,32,43,39,57,67,1,1,CB
14006,230000,59,69,21,33,46,55,55,61,3,1,RB
14007,230000,59,69,22,36,45,55,58,57,2,1,LB
14008,230000,59,69,21,37,54,57,54,63,1,1,CDM
14009,230000,59,69,22,42,53,54,56,64,1,1,CDM
14010,230000,59,69,21,30,47,57,55,67,2,1,RB
14011,230000,59,69,21,32,43,58,58,53,1,1,RB
14012,250000,59,69,22,58,53,61,30,42,1,1,LW
14013,230000,59,69,20,34,51,58,59,61,3,1,CDM
14014,220000,59,69,19,37,52,62,58,57,2,1,RB
14015,230000,59,69,22,52,56,63,51,65,2,1,CDM
14016,230000,59,69,20,39,53,57,53,48,1,1,LB
14017,260000,59,69,20,58,48,63,34,53,1,1,ST
14018,250000,59,69,20,47,56,65,24,42,3,1,LM
14019,250000,59,69,20,59,61,60,52,49,1,1,CM
14020,250000,59,69,22,42,54,56,56,67,2,1,RM
14021,230000,59,69,20,37,36,36,55,73,1,1,CB
14022,230000,59,69,20,24,44,57,57,47,2,1,RB
14023,240000,59,69,19,46,56,60,45,59,1,1,CM
14024,260000,59,69,21,57,37,54,25,69,1,1,ST
14025,250000,59,69,20,56,52,61,41,55,1,1,LM
14026,230000,59,69,20,36,48,57,57,57,2,1,LB
14027,250000,59,69,22,58,41,53,21,59,1,1,ST
14028,250000,59,69,20,45,63,59,46,51,1,1,CAM
14029,230000,59,69,20,35,47,57,55,54,1,1,RB
14030,240000,59,68,22,57,41,58,24,65,1,1,ST
14031,240000,59,68,22,55,60,61,54,59,2,1,CM
14032,240000,59,68,22,58,50,59,25,59,3,1,ST
14033,220000,59,68,21,25,33,33,57,74,1,1,CB
14034,240000,59,68,22,54,57,61,49,58,1,1,CM
14035,240000,59,68,21,57,60,62,45,61,2,1,CM
14036,220000,59,68,21,24,41,37,57,69,2,1,CB
14037,240000,59,68,23,57,46,62,33,59,2,1,RM
14038,240000,59,68,22,54,60,63,44,47,1,1,CM
14039,220000,59,68,21,26,42,36,58,68,1,1,CB
14040,240000,59,68,21,59,47,61,22,63,1,1,ST
14041,240000,59,68,23,53,43,61,24,46,2,1,LW
14042,240000,59,68,21,45,53,62,51,55,2,1,CM
14043,240000,59,68,22,54,52,60,34,64,1,1,ST
14044,240000,59,68,23,45,54,62,39,53,3,1,LM
14045,240000,59,68,23,50,53,59,35,46,1,1,RM
14046,240000,59,68,23,57,53,64,31,44,1,1,RM
14047,240000,59,68,23,61,43,61,22,49,1,1,ST
14048,240000,59,68,21,55,42,61,21,61,1,1,ST
14049,240000,59,68,20,48,56,63,36,51,2,1,CAM
14050,240000,59,68,21,59,44,61,21,47,1,1,ST
14051,240000,59,68,22,54,55,61,40,62,2,1,RM
14052,220000,59,68,21,27,32,39,62,59,1,1,CB
14053,220000,59,68,23,31,46,50,58,62,2,1,LB
14054,240000,59,68,22,49,58,61,46,52,1,1,CM
14055,240000,59,68,21,58,40,56,19,61,1,1,ST
14056,220000,59,68,22,31,29,29,60,67,1,1,CB
14057,240000,59,68,22,45,56,55,49,60,1,1,CM
14058,200000,59,68,18,33,49,45,61,70,1,1,CDM
14059,240000,59,68,23,55,62,60,46,53,1,1,CM
14060,220000,59,68,21,25,45,50,58,67,1,1,LB
14061,240000,59,68,21,55,58,58,41,63,1,1,LM
14062,220000,59,68,21,46,51,57,56,63,2,1,RB
14063,200000,59,67,22,32,41,55,57,66,1,1,LB
14064,200000,59,67,23,33,39,57,59,64,1,1,LB
14065,230000,59,67,23,52,56,58,53,63,1,1,CM
14066,230000,59,67,21,45,53,57,59,73,1,1,CM
14067,230000,59,67,22,56,53,62,49,66,2,1,RW
14068,230000,59,67,22,49,57,60,55,60,2,1,CM
14069,210000,59,67,24,31,49,50,57,67,3,1,CB
14070,210000,59,67,21,29,42,55,60,58,3,1,RB
14071,210000,59,67,20,34,47,50,57,67,2,1,CB
14072,230000,59,67,22,55,45,52,32,67,1,1,ST
14073,200000,59,67,23,28,48,54,59,62,3,1,RB
14074,230000,59,67,19,55,43,61,23,57,1,1,ST
14075,210000,59,67,23,31,37,36,59,65,1,1,CB
14076,230000,59,67,22,53,39,65,20,58,1,1,ST
14077,230000,59,67,23,52,54,59,42,55,1,1,LM
14078,210000,59,67,21,35,47,58,59,63,3,1,LB
14079,210000,59,67,21,26,39,42,56,70,1,1,CB
14080,230000,59,67,21,51,61,59,40,45,1,1,CAM
14081,210000,59,67,21,38,54,60,54,64,1,1,RB
14082,210000,59,67,23,28,39,35,58,67,1,1,CB
14083,230000,59,67,21,58,45,61,21,53,1,1,ST
14084,210000,59,67,22,45,53,60,54,53,1,1,CDM
14085,210000,59,67,20,48,53,60,52,63,2,1,LB
14086,230000,59,67,21,53,50,64,26,60,1,1,ST
14087,230000,59,67,23,59,37,49,25,71,2,1,ST
14088,230000,59,67,22,49,56,61,56,73,1,1,CM
14089,230000,59,67,21,60,51,61,27,56,1,1,LM
14090,190000,59,66,24,29,49,55,58,63,1,1,RB
14091,220000,59,66,23,50,58,62,38,53,2,1,CAM
14092,220000,59,66,24,53,60,63,51,57,2,1,CM
14093,190000,59,66,23,31,47,52,58,66,1,1,LB
14094,190000,59,66,24,31,43,64,55,53,1,1,RB
14095,220000,59,66,22,45,57,60,56,64,2,1,CM
14096,220000,59,66,22,49,58,61,49,57,1,1,CM
14097,220000,59,66,23,57,49,65,23,45,3,1,RW
14098,220000,59,66,23,50,58,59,53,58,1,1,CM
14099,220000,59,66,22,49,48,63,24,43,2,1,LM
14100,220000,59,66,22,61,50,61,20,57,3,1,RM
14101,220000,59,66,24,56,53,55,43,77,1,1,ST
14102,190000,59,66,24,42,51,61,59,55,2,1,RB
14103,190000,59,66,24,29,45,54,55,68,2,1,RB
14104,190000,59,66,24,39,52,61,56,53,2,1,RB
14105,220000,59,66,22,48,56,59,39,62,2,1,RM
14106,220000,59,66,22,52,53,60,45,69,1,1,CM
14107,220000,59,66,21,40,58,63,48,53,1,1,CM
14108,0,59,66,22,56,52,58,27,59,3,1,CF
14109,200000,59,66,23,21,25,30,60,68,1,1,CB
14110,190000,59,66,22,29,49,57,56,63,1,1,RB
14111,220000,59,66,24,56,57,65,51,45,2,1,CM
14112,190000,59,66,22,43,51,54,59,66,2,1,LB
14113,220000,59,66,23,58,44,56,20,58,1,1,ST
14114,220000,59,66,21,61,44,59,20,47,1,1,ST
14115,220000,59,66,20,47,57,62,58,59,2,1,CM
14116,220000,59,66,24,58,37,57,17,55,1,1,ST
14117,200000,59,66,22,28,39,40,59,60,2,1,CB
14118,210000,59,65,24,55,48,63,33,50,1,1,RW
14119,220000,59,65,24,56,43,60,19,61,2,1,ST
14120,220000,59,65,23,56,49,64,29,53,3,1,ST
14121,190000,59,65,24,48,52,58,50,70,2,1,RWB
14122,210000,59,65,23,51,51,63,33,51,2,1,RM
14123,210000,59,65,23,41,53,58,62,74,3,1,CM
14124,210000,59,65,22,41,59,60,53,58,2,1,CM
14125,190000,59,65,22,40,57,62,56,62,2,1,LB
14126,190000,59,65,24,52,53,59,53,66,3,1,LB
14127,190000,59,65,21,29,39,37,55,72,1,1,CB
14128,210000,59,65,23,54,55,61,51,58,3,1,RM
14129,220000,59,65,23,57,40,56,19,61,1,1,ST
14130,190000,59,65,22,27,42,49,58,64,1,1,CB
14131,190000,59,65,25,35,54,54,55,68,2,1,CDM
14132,210000,59,65,21,49,57,58,52,58,1,1,CM
14133,210000,59,65,23,55,53,62,26,52,1,1,RW
14134,190000,59,65,21,34,44,58,55,63,1,1,LB
14135,210000,59,65,22,45,52,57,54,69,1,1,CM
14136,210000,59,65,23,52,58,62,41,58,1,1,CAM
14137,210000,59,65,22,55,57,61,29,42,1,1,RM
14138,220000,59,65,22,57,41,57,19,56,2,1,ST
14139,0,59,65,24,58,38,53,26,63,1,1,ST
14140,190000,59,65,23,39,53,55,58,60,1,1,CDM
14141,210000,59,64,25,60,51,56,22,60,2,1,CF
14142,200000,59,64,25,59,51,57,54,77,2,1,CM
14143,180000,59,64,25,41,49,55,57,66,2,1,CB
14144,190000,59,64,25,46,51,59,55,69,2,1,CDM
14145,190000,59,64,24,27,48,51,57,66,3,1,CB
14146,180000,59,64,25,46,54,57,56,67,1,1,RB
14147,210000,59,64,24,52,54,58,46,57,2,1,LM
14148,210000,59,64,24,52,52,61,46,50,3,1,LM
14149,210000,59,64,24,58,52,61,42,55,2,1,LM
14150,180000,59,64,25,27,44,55,58,62,3,1,CB
14151,200000,59,64,24,51,58,62,33,52,1,1,CM
14152,180000,59,64,24,50,58,64,52,55,2,1,LB
14153,180000,59,64,24,41,53,58,56,60,2,1,LB
14154,180000,59,64,25,28,47,53,55,61,1,1,RB
14155,180000,59,64,25,50,57,55,53,64,2,1,LB
14156,180000,59,64,25,45,51,54,55,65,2,1,LWB
14157,210000,59,64,24,55,49,59,31,60,3,1,RW
14158,190000,59,64,23,36,41,47,59,61,3,1,CB
14159,210000,59,64,20,44,58,56,48,60,1,1,CM
14160,190000,59,64,24,32,43,41,58,68,1,1,CB
14161,210000,59,64,24,50,53,60,27,53,1,1,RM
14162,180000,59,63,24,28,47,50,58,68,1,1,CB
14163,180000,59,63,26,30,47,52,59,61,2,1,CB
14164,200000,59,63,25,55,48,65,21,61,2,1,ST
14165,200000,59,63,25,56,47,53,33,69,1,1,ST
14166,180000,59,63,26,34,49,58,56,60,3,1,CB
14167,180000,59,63,24,39,49,60,56,70,3,1,CB
14168,180000,59,63,26,43,43,46,55,67,2,1,CB
14169,200000,59,63,22,45,55,62,51,78,1,1,CM
14170,210000,59,63,23,62,43,57,24,53,1,1,ST
14171,210000,59,63,24,56,45,57,18,53,2,1,ST
14172,180000,59,63,22,30,43,44,57,65,1,1,CB
14173,200000,59,63,23,56,55,61,38,63,1,1,CAM
14174,200000,59,63,25,49,54,56,57,60,1,1,CM
14175,200000,59,63,24,46,61,57,43,56,3,1,RM
14176,200000,59,63,25,54,44,61,24,71,1,1,ST
14177,200000,59,63,24,58,50,64,26,53,2,1,LM
14178,180000,59,63,25,26,41,46,59,60,1,1,CB
14179,200000,59,63,25,50,59,59,47,52,2,1,CM
14180,180000,59,63,25,43,58,58,54,58,1,1,CDM
14181,190000,59,62,26,55,58,65,47,52,1,1,CM
14182,200000,59,62,24,54,49,62,16,64,2,1,ST
14183,170000,59,62,27,38,48,54,57,73,2,1,CDM
14184,200000,59,62,25,57,52,61,35,54,2,1,RM
14185,190000,59,62,23,49,54,63,56,60,1,1,CM
14186,190000,59,62,25,47,53,59,52,57,1,1,CM
14187,170000,59,62,26,28,46,41,57,68,1,1,CB
14188,170000,59,62,25,29,42,43,57,64,1,1,CB
14189,200000,59,62,26,59,48,58,25,69,1,1,ST
14190,170000,59,62,26,26,45,52,60,64,1,1,LB
14191,200000,59,62,26,59,38,54,18,68,1,1,ST
14192,160000,59,61,27,43,50,48,58,64,1,1,CB
14193,170000,59,61,24,43,50,57,53,75,1,1,CDM
14194,170000,59,61,25,38,53,54,57,63,2,1,CB
14195,190000,59,61,26,53,57,60,22,51,2,1,ST
14196,160000,59,61,26,33,49,54,55,64,2,1,LB
14197,160000,59,61,28,27,35,34,57,67,2,1,CB
14198,190000,59,61,25,48,57,60,35,58,1,1,CAM
14199,190000,59,61,25,58,52,60,44,75,3,1,RM
14200,160000,59,61,27,26,37,36,56,72,1,1,CB
14201,180000,59,60,26,43,55,61,29,51,1,1,RM
14202,180000,59,60,27,48,60,66,50,65,2,1,CM
14203,180000,59,60,27,56,47,50,26,72,1,1,ST
14204,180000,59,60,27,57,44,52,38,73,1,1,ST
14205,150000,59,60,27,47,57,55,60,54,1,1,LB
14206,180000,59,60,26,50,52,58,30,62,3,1,LM
14207,180000,59,60,25,54,49,63,32,50,3,1,RM
14208,180000,59,60,25,53,51,59,20,52,1,1,RW
14209,170000,59,60,24,41,54,57,52,67,2,1,CDM
14210,150000,59,60,27,44,53,55,57,63,2,1,LB
14211,180000,59,60,26,53,57,58,44,64,2,1,LM
14212,150000,59,60,27,32,38,58,60,47,1,1,RB
14213,190000,59,60,26,57,42,58,24,57,1,1,ST
14214,180000,59,60,27,58,44,53,26,63,1,1,ST
14215,180000,59,60,26,46,55,64,27,48,1,1,LM
14216,60000,59,59,36,54,50,56,39,79,1,1,ST
14217,70000,59,59,35,56,47,54,36,74,1,1,ST
14218,30000,59,59,37,26,31,29,59,63,1,1,CB
14219,120000,59,59,32,57,46,53,33,68,1,1,ST
14220,120000,59,59,32,57,59,62,30,39,2,1,LW
14221,100000,59,59,32,24,40,38,58,62,1,1,CB
14222,30000,59,59,36,17,45,37,59,62,1,1,CB
14223,80000,59,59,34,56,62,57,44,50,2,1,CAM
14224,70000,59,59,33,53,57,56,60,72,2,1,RB
14225,130000,59,59,29,43,53,51,58,58,1,1,CB
14226,120000,59,59,30,37,52,50,56,68,1,1,LB
14227,130000,59,59,29,33,42,40,57,72,2,1,CB
14228,140000,59,59,30,54,59,58,51,69,3,1,CM
14229,130000,59,59,29,43,51,48,58,62,2,1,CB
14230,120000,59,59,32,39,65,57,53,63,3,1,LM
14231,50000,59,59,35,59,60,63,55,61,3,1,CDM
14232,160000,59,59,27,31,59,62,56,77,2,1,CM
14233,120000,59,59,32,49,57,58,57,72,2,1,CM
14234,160000,59,59,28,56,55,60,34,54,2,1,LM
14235,160000,59,59,27,58,56,58,36,64,1,1,LM
14236,160000,59,59,27,44,53,61,44,64,1,1,RM
14237,140000,59,59,28,27,36,36,58,67,1,1,CB
14238,150000,59,59,29,56,58,58,46,55,1,1,CM
14239,130000,59,59,29,27,45,51,57,66,2,1,RB
14240,120000,59,59,31,29,47,57,61,62,1,1,CDM
14241,140000,59,59,30,51,53,61,62,63,2,1,CM
14242,130000,59,59,29,35,49,52,59,68,2,1,RB
14243,130000,59,59,30,29,31,40,60,70,1,1,CB
14244,160000,59,59,28,49,52,61,36,62,2,1,LW
14245,130000,59,59,29,38,52,50,53,67,2,1,RB
14246,120000,59,59,31,31,36,46,58,64,1,1,CB
14247,140000,59,59,31,48,52,56,52,72,3,1,RM
14248,100000,59,59,32,56,58,61,53,63,2,1,LWB
14249,120000,59,59,31,31,44,40,58,60,1,1,CB
14250,140000,59,59,27,26,45,56,54,68,3,1,LB
14251,160000,59,59,28,57,51,59,34,66,1,1,RM
14252,160000,59,59,29,58,39,48,28,67,1,1,ST
14253,130000,59,59,28,33,45,53,58,62,1,1,LB
14254,170000,59,59,26,57,58,60,31,38,3,1,LM
14255,130000,59,59,29,32,51,58,57,68,3,1,RB
14256,130000,59,59,29,35,49,54,58,65,2,1,LB
14257,130000,59,59,29,58,46,50,60,74,2,1,CDM
14258,150000,59,59,30,58,40,55,18,72,1,1,ST
14259,160000,59,59,28,54,49,53,18,69,3,1,ST
14260,70000,59,59,33,22,32,43,58,62,1,1,CB
14261,120000,59,59,31,23,32,34,58,73,1,1,CB
14262,150000,59,59,30,58,39,56,19,60,1,1,ST
14263,140000,59,59,30,39,57,59,56,58,2,1,CM
14264,160000,59,59,27,56,51,62,31,56,3,1,RW
14265,0,59,59,30,48,43,41,56,69,1,1,CB
14266,0,59,59,34,59,52,53,31,73,1,1,ST
14267,0,59,59,38,36,54,55,59,63,2,1,CDM
14268,150000,59,59,30,59,53,61,30,60,3,1,RW
14269,160000,59,59,29,60,39,52,20,57,1,1,ST
14270,90000,59,59,33,48,59,61,36,43,1,1,CAM
14271,270000,58,81,18,28,38,43,59,62,2,1,CB
14272,260000,58,79,17,35,47,52,57,61,2,1,CB
14273,270000,58,79,18,32,38,55,63,59,2,1,LB
14274,270000,58,78,19,50,51,63,30,50,1,1,LM
14275,270000,58,78,19,61,53,64,37,40,1,1,RW
14276,260000,58,78,18,57,50,58,29,38,1,1,ST
14277,260000,58,78,19,36,48,56,56,65,2,1,CDM
14278,250000,58,78,19,31,49,54,56,52,1,1,LB
14279,250000,58,78,17,56,50,66,21,46,3,1,LW
14280,260000,58,78,18,58,45,56,32,48,1,1,ST
14281,240000,58,78,18,39,53,58,52,65,1,1,LB
14282,260000,58,78,18,48,55,60,50,58,2,1,CAM
14283,250000,58,78,17,36,49,70,22,36,2,1,RW
14284,270000,58,78,19,56,55,63,25,49,2,1,LW
14285,250000,58,78,18,30,34,40,61,56,1,1,CB
14286,250000,58,78,17,44,52,62,51,44,2,1,CM
14287,270000,58,77,19,49,53,63,36,43,2,1,LM
14288,250000,58,77,17,54,48,55,21,57,3,1,ST
14289,280000,58,77,19,56,47,65,39,56,2,1,ST
14290,270000,58,77,19,40,57,65,35,49,1,1,CAM
14291,260000,58,77,18,49,59,63,51,50,2,1,CM
14292,260000,58,77,18,55,39,54,28,69,1,1,ST
14293,270000,58,76,19,47,55,60,39,48,2,1,CAM
14294,280000,58,76,19,54,37,60,20,60,1,1,ST
14295,260000,58,76,18,57,43,61,28,55,2,1,ST
14296,260000,58,76,18,47,53,66,29,49,3,1,RM
14297,280000,58,76,19,56,40,55,19,59,1,1,ST
14298,260000,58,76,18,51,58,57,48,47,1,1,CAM
14299,250000,58,76,18,42,52,56,51,67,2,1,CDM
14300,250000,58,76,17,47,50,66,25,39,1,1,LM
14301,260000,58,76,18,59,46,61,21,46,1,1,ST
14302,260000,58,76,18,47,49,64,24,44,2,1,RM
14303,270000,58,76,19,47,57,58,49,53,3,1,CM
14304,280000,58,75,20,53,52,67,27,51,1,1,RM
14305,250000,58,75,19,35,45,62,56,54,1,1,LB
14306,280000,58,75,19,57,51,66,24,39,2,1,CF
14307,260000,58,75,20,25,39,38,55,61,1,1,CB
14308,280000,58,75,20,49,57,61,51,56,3,1,CM
14309,270000,58,75,19,57,51,59,27,58,2,1,LM
14310,250000,58,75,18,26,40,42,57,60,1,1,CB
14311,250000,58,75,17,57,42,60,25,55,1,1,ST
14312,260000,58,75,18,54,42,55,31,57,1,1,ST
14313,260000,58,75,18,52,52,64,24,44,2,1,RW
14314,260000,58,75,18,56,50,60,49,49,2,1,CAM
14315,250000,58,75,17,56,52,63,30,43,1,1,LM
14316,260000,58,74,19,27,37,36,59,61,1,1,CB
14317,280000,58,74,20,45,55,61,47,61,1,1,CM
14318,270000,58,74,19,41,56,59,48,53,2,1,CM
14319,260000,58,74,19,42,55,58,55,53,2,1,CDM
14320,260000,58,74,20,31,44,60,56,56,1,1,LB
14321,270000,58,74,19,59,56,63,29,38,1,1,LM
14322,260000,58,74,18,48,57,62,50,65,1,1,CM
14323,260000,58,74,18,54,47,63,26,39,1,1,CAM
14324,260000,58,74,19,32,47,58,58,58,2,1,CB
14325,260000,58,74,20,28,32,33,60,65,1,1,CB
14326,260000,58,74,18,45,60,59,33,53,1,1,CAM
14327,270000,58,74,19,44,58,58,52,63,1,1,CM
14328,280000,58,74,19,56,43,52,30,62,1,1,ST
14329,280000,58,74,19,57,43,53,26,66,2,1,ST
14330,260000,58,74,18,52,60,58,43,53,1,1,CM
14331,260000,58,74,18,55,54,60,31,58,1,1,RM
14332,250000,58,74,19,36,41,56,60,55,1,1,LB
14333,260000,58,74,18,49,53,64,30,46,1,1,LM
14334,260000,58,74,19,47,57,58,55,56,2,1,CDM
14335,250000,58,73,19,41,53,61,55,50,2,1,LB
14336,260000,58,73,20,30,36,36,56,65,3,1,CB
14337,260000,58,73,20,39,53,59,51,59,2,1,RWB
14338,280000,58,73,19,55,45,57,21,65,1,1,ST
14339,270000,58,73,19,55,46,63,24,63,2,1,RM
14340,280000,58,73,20,60,44,61,17,57,3,1,RM
14341,280000,58,73,19,58,47,54,21,60,1,1,ST
14342,260000,58,73,20,28,35,48,57,60,1,1,CB
14343,250000,58,73,17,56,47,64,21,45,1,1,ST
14344,280000,58,73,20,56,45,60,18,57,2,1,ST
14345,260000,58,73,18,56,55,59,41,51,2,1,CAM
14346,280000,58,73,19,53,50,60,19,51,3,1,ST
14347,260000,58,73,18,52,57,59,45,41,2,1,CAM
14348,280000,58,73,20,58,46,54,19,54,1,1,ST
14349,270000,58,73,19,45,58,56,43,56,1,1,CAM
14350,250000,58,73,18,29,38,44,60,54,2,1,CB
14351,250000,58,73,18,40,52,51,55,61,1,1,CDM
14352,260000,58,73,18,53,51,63,25,50,2,1,ST
14353,270000,58,73,19,41,52,67,30,46,2,1,CAM
14354,280000,58,73,19,60,41,51,20,60,1,1,ST
14355,250000,58,73,17,52,56,58,44,51,2,1,CAM
14356,250000,58,73,19,33,49,57,53,59,2,1,LB
14357,250000,58,73,17,53,56,61,30,46,1,1,LM
14358,250000,58,73,18,31,49,48,59,60,1,1,CDM
14359,280000,58,72,21,54,49,56,35,60,1,1,ST
14360,280000,58,72,20,54,55,60,28,39,1,1,LW
14361,260000,58,72,21,26,31,28,58,58,1,1,CB
14362,280000,58,72,21,54,50,60,34,46,2,1,CAM
14363,280000,58,72,20,61,44,56,23,43,1,1,ST
14364,260000,58,72,20,34,57,62,54,60,1,1,CDM
14365,280000,58,72,20,43,57,56,51,59,1,1,CM
14366,280000,58,72,20,52,57,59,53,52,2,1,CM
14367,280000,58,72,19,56,45,54,34,54,2,1,ST
