value_eur,overall,potential,age,shooting,passing,dribbling,defending,physic,num_pos,international_reputation,best_pos
170000,58,62,24,46,53,58,27,49,1,1,RM
150000,58,62,25,30,35,35,60,58,1,1,CB
140000,58,61,25,41,56,59,53,55,2,1,CDM
140000,58,61,25,38,52,53,55,60,2,1,LB
160000,58,61,26,46,57,63,55,49,1,1,CM
160000,58,61,25,45,59,58,29,51,1,1,LM
140000,58,61,26,35,55,55,53,60,2,1,LB
140000,58,61,26,36,52,53,56,70,1,1,CDM
140000,58,61,22,33,47,58,57,69,1,1,RB
160000,58,61,26,56,41,54,24,60,2,1,ST
160000,58,61,25,56,46,59,26,56,2,1,LM
160000,58,61,25,57,37,54,23,68,1,1,ST
140000,58,61,26,48,45,56,56,64,1,1,LB
160000,58,61,25,43,53,53,59,62,1,1,CM
160000,58,61,24,50,53,59,23,52,1,1,LM
0,58,61,26,53,57,60,48,50,1,1,CAM
140000,58,60,26,34,55,59,54,61,2,1,CDM
150000,58,59,27,40,58,59,36,38,1,1,CAM
150000,58,59,27,54,52,62,38,55,2,1,CAM
130000,58,59,28,44,57,54,55,52,2,1,CDM
150000,58,59,26,56,52,61,25,65,1,1,LM
150000,58,59,26,48,55,60,38,48,2,1,LW
150000,58,59,26,56,50,57,26,64,2,1,ST
120000,58,59,28,23,34,37,57,74,1,1,CB
120000,58,59,28,33,38,38,56,69,1,1,CB
150000,58,59,25,52,53,60,41,55,1,1,RW
0,58,58,40,63,56,63,43,74,2,1,LM
40000,58,58,34,51,56,57,59,67,2,1,RB
60000,58,58,33,36,34,35,56,71,1,1,CB
60000,58,58,33,49,50,57,57,65,1,1,RB
50000,58,58,34,36,53,53,59,60,1,1,CDM
80000,58,58,33,58,56,58,53,65,3,1,LM
50000,58,58,37,55,66,65,37,51,3,1,CF
140000,58,58,26,57,53,58,32,55,1,1,RM
110000,58,58,27,41,53,54,51,66,1,1,LB
110000,58,58,27,37,54,50,58,69,2,1,RB
110000,58,58,27,54,57,60,50,52,2,1,RB
100000,58,58,30,32,50,60,52,61,1,1,RB
100000,58,58,29,44,51,56,54,57,1,1,LB
110000,58,58,28,26,38,41,56,65,1,1,CB
120000,58,58,29,36,57,65,55,64,1,1,CM
140000,58,58,26,61,50,60,27,69,2,1,LM
100000,58,58,29,51,55,59,55,63,1,1,RB
130000,58,58,27,46,49,63,53,72,3,1,LM
30000,58,58,36,24,24,39,57,71,1,1,CB
130000,58,58,27,40,59,62,46,52,1,1,CM
100000,58,58,30,23,42,53,60,62,1,1,RB
90000,58,58,31,23,30,35,57,68,2,1,CB
100000,58,58,30,43,52,55,56,63,2,1,CDM
90000,58,58,31,27,47,57,58,48,1,1,LWB
130000,58,58,28,41,55,54,52,58,2,1,CM
70000,58,58,33,45,55,56,48,58,1,1,CM
110000,58,58,28,25,44,59,54,62,1,1,LB
130000,58,58,29,54,43,59,25,59,1,1,ST
120000,58,58,29,52,57,56,45,68,1,1,RM
120000,58,58,29,53,53,58,30,51,2,1,RM
0,58,58,33,52,53,60,54,59,2,1,LM
0,58,58,33,30,49,57,54,71,1,1,LB
0,58,58,28,47,57,55,59,68,1,1,CM
130000,58,58,27,48,53,60,37,51,1,1,LM
230000,57,80,17,48,53,59,34,54,1,1,CAM
230000,57,79,17,52,42,66,16,56,2,1,ST
210000,57,79,17,26,34,37,57,66,1,1,CB
230000,57,78,17,56,50,57,24,49,1,1,ST
200000,57,77,18,27,40,53,54,55,1,1,RB
220000,57,77,18,59,42,49,20,49,1,1,ST
210000,57,77,17,45,50,59,30,45,1,1,RW
200000,57,77,17,49,56,56,46,50,1,1,CM
200000,57,77,18,28,43,41,57,59,1,1,CB
190000,57,77,17,37,43,55,57,53,1,1,LB
220000,57,76,19,49,53,60,51,59,1,1,CM
210000,57,76,19,30,37,40,56,61,1,1,CB
200000,57,76,18,38,46,49,54,67,2,1,CB
200000,57,76,18,29,39,46,55,63,1,1,CB
220000,57,76,19,48,53,62,47,57,1,1,CM
230000,57,75,20,55,49,63,30,47,3,1,RM
200000,57,75,17,46,53,62,50,60,1,1,CM
220000,57,75,19,46,57,57,40,44,2,1,CAM
210000,57,75,18,41,53,61,47,57,1,1,CM
200000,57,75,17,41,53,61,49,58,1,1,CM
210000,57,75,19,24,34,39,57,61,2,1,CB
190000,57,75,17,30,49,53,55,63,2,1,LB
190000,57,75,17,34,41,56,54,57,1,1,LB
210000,57,75,18,50,49,58,43,45,2,1,CAM
220000,57,75,19,54,38,52,19,61,1,1,ST
220000,57,75,19,58,44,52,18,54,1,1,ST
210000,57,75,19,24,53,38,56,59,3,1,CB
200000,57,75,18,29,38,35,55,65,2,1,CB
230000,57,74,20,50,52,61,47,63,1,1,CM
230000,57,74,20,55,55,59,46,52,3,1,CM
220000,57,74,19,54,50,60,28,49,2,1,ST
230000,57,74,20,50,50,65,27,40,2,1,LM
210000,57,74,20,25,38,54,59,64,2,1,RB
230000,57,74,20,40,50,58,34,43,1,1,RM
200000,57,74,18,30,34,41,56,62,1,1,CB
210000,57,74,19,25,46,56,55,57,1,1,LB
210000,57,74,18,51,55,60,49,57,1,1,CM
210000,57,74,20,34,48,58,52,58,1,1,LB
190000,57,74,17,49,52,59,52,59,1,1,LB
210000,57,74,17,55,44,56,27,53,1,1,ST
220000,57,73,19,55,40,57,27,53,1,1,ST
230000,57,73,20,54,44,55,23,66,2,1,ST
210000,57,73,19,44,54,58,51,67,2,1,CB
220000,57,73,19,49,54,59,42,50,2,1,LW
190000,57,73,17,40,50,61,54,48,2,1,CDM
210000,57,73,19,45,56,54,52,59,1,1,CDM
210000,57,72,19,37,45,53,54,63,1,1,CB
230000,57,72,21,48,46,63,24,34,2,1,RM
230000,57,72,20,48,58,60,48,51,2,1,CM
230000,57,72,20,50,55,60,41,50,1,1,CM
210000,57,72,18,43,54,56,53,60,1,1,CM
210000,57,72,21,26,31,32,58,63,1,1,CB
230000,57,72,20,48,58,61,33,52,1,1,RM
200000,57,72,18,37,50,57,57,52,1,1,CDM
220000,57,72,19,52,54,59,32,49,1,1,LM
220000,57,72,19,54,52,60,29,42,1,1,LM
210000,57,72,20,25,31,31,56,65,1,1,CB
230000,57,72,20,57,51,57,30,68,2,1,ST
210000,57,72,19,38,52,57,55,60,1,1,CDM
220000,57,72,19,41,54,62,45,60,2,1,CM
210000,57,72,19,31,39,42,57,61,1,1,CB
210000,57,72,18,43,56,57,47,56,1,1,CM
220000,57,72,19,52,53,60,37,49,1,1,CAM
210000,57,72,19,32,33,35,59,55,2,1,CB
220000,57,72,19,48,56,56,51,56,1,1,CM
220000,57,72,19,61,46,53,23,41,1,1,ST
210000,57,72,19,33,46,51,53,58,1,1,LB
230000,57,71,20,43,55,59,53,63,2,1,CM
230000,57,71,21,53,38,57,24,59,1,1,ST
210000,57,71,19,36,44,60,55,57,2,1,LB
230000,57,71,20,60,50,66,30,48,2,1,RM
210000,57,71,20,19,36,44,55,63,1,1,CB
230000,57,71,20,45,54,58,50,66,1,1,CM
230000,57,71,21,45,51,60,43,43,1,1,LM
220000,57,71,19,56,46,57,20,42,1,1,ST
230000,57,71,21,56,41,51,27,56,1,1,ST
210000,57,71,20,25,35,36,57,58,1,1,CB
210000,57,71,19,44,59,58,51,53,1,1,CDM
230000,57,71,20,47,52,61,53,56,1,1,CM
230000,57,71,20,55,47,50,22,50,2,1,ST
210000,57,71,20,37,47,58,52,60,2,1,LWB
230000,57,71,20,49,55,59,52,52,1,1,CM
210000,57,71,19,31,43,45,54,62,1,1,CB
210000,57,71,19,31,45,55,52,57,2,1,LB
210000,57,71,18,54,53,57,28,53,3,1,RW
210000,57,71,20,40,55,58,55,55,1,1,CDM
230000,57,71,20,56,41,55,21,55,1,1,ST
230000,57,71,20,50,53,54,38,50,1,1,CAM
190000,57,70,21,39,40,43,54,67,2,1,CB
180000,57,70,20,35,51,51,55,63,2,1,LB
200000,57,70,21,42,56,59,47,57,1,1,CM
190000,57,70,20,21,39,49,54,64,1,1,CB
200000,57,70,19,46,53,66,38,48,1,1,CF
200000,57,70,21,47,45,63,26,50,2,1,LW
200000,57,70,20,57,48,60,26,46,2,1,CAM
200000,57,70,20,58,43,50,25,65,1,1,ST
200000,57,70,21,43,51,60,41,54,1,1,LM
200000,57,70,20,50,51,65,28,38,2,1,CAM
180000,57,70,20,33,40,56,57,58,1,1,RB
200000,57,70,20,43,54,58,57,61,1,1,CM
190000,57,70,18,57,48,56,28,55,1,1,ST
180000,57,70,19,34,46,49,56,61,2,1,CB
190000,57,70,19,43,54,59,54,57,1,1,CM
180000,57,70,22,29,40,44,54,69,1,1,CB
190000,57,70,19,48,52,65,34,44,1,1,CAM
190000,57,70,21,46,49,47,56,56,2,1,CB
180000,57,70,19,27,34,46,55,67,1,1,CB
180000,57,70,19,24,48,53,49,57,1,1,LB
190000,57,70,18,51,52,60,29,37,2,1,LW
200000,57,70,19,56,44,53,22,65,1,1,ST
170000,57,69,20,35,48,54,56,59,3,1,CDM
170000,57,69,20,30,45,50,57,64,2,1,RB
190000,57,69,20,42,56,58,50,58,1,1,CAM
180000,57,69,21,50,53,58,53,66,1,1,CM
170000,57,69,20,28,43,53,55,62,2,1,RB
160000,57,69,19,38,51,55,55,55,1,1,LB
190000,57,69,20,55,38,60,18,59,1,1,ST
190000,57,69,20,42,50,60,44,57,2,1,RM
180000,57,69,21,41,54,56,54,53,1,1,CM
190000,57,69,21,49,48,62,27,47,1,1,CAM
190000,57,69,21,55,42,54,27,55,1,1,ST
190000,57,69,21,56,46,62,18,47,2,1,ST
190000,57,69,21,53,42,55,25,52,1,1,ST
160000,57,69,19,36,44,51,53,65,2,1,RB
170000,57,69,20,28,32,36,57,61,1,1,CB
190000,57,69,20,39,52,58,38,58,2,1,RM
180000,57,69,19,49,54,59,31,53,2,1,CAM
180000,57,69,20,35,55,58,55,54,2,1,CM
180000,57,69,19,44,50,61,26,49,2,1,LM
190000,57,69,21,44,58,57,36,51,1,1,CAM
180000,57,69,19,41,54,54,52,50,1,1,CM
160000,57,69,19,31,39,55,56,50,1,1,RB
160000,57,68,22,24,34,30,57,64,1,1,CB
160000,57,68,21,26,38,39,55,65,2,1,CB
160000,57,68,22,25,37,39,54,65,2,1,CB
180000,57,68,21,47,50,57,45,43,2,1,RM
180000,57,68,20,49,57,62,35,42,2,1,CM
160000,57,68,21,26,41,40,55,60,1,1,CB
160000,57,68,20,35,42,52,56,65,2,1,RB
160000,57,68,21,29,47,57,52,60,1,1,LB
160000,57,68,20,42,52,62,49,61,2,1,RB
160000,57,68,20,25,26,32,58,60,1,1,CB
160000,57,68,20,26,37,50,58,62,2,1,LB
160000,57,68,21,29,42,57,54,52,2,1,LWB
160000,57,68,20,24,37,45,58,57,1,1,CB
170000,57,68,21,40,47,49,55,63,1,1,CDM
180000,57,68,22,58,49,60,25,63,1,1,RW
180000,57,68,20,48,57,64,46,39,2,1,CM
160000,57,68,20,29,43,53,55,60,3,1,LB
170000,57,68,20,42,49,54,51,70,1,1,CDM
170000,57,67,22,60,46,57,19,40,1,1,ST
150000,57,67,22,33,45,53,55,67,3,1,RWB
150000,57,67,22,34,50,57,53,47,2,1,LB
170000,57,67,21,48,52,58,35,59,1,1,LM
150000,57,67,21,26,44,51,57,57,1,1,RB
170000,57,67,21,42,52,57,56,67,2,1,CM
170000,57,67,21,49,54,59,36,56,2,1,CAM
150000,57,67,21,28,36,37,56,67,1,1,CB
170000,57,67,20,55,50,60,24,58,2,1,LW
170000,57,67,21,55,45,58,23,61,2,1,ST
170000,57,67,20,56,44,57,20,55,1,1,ST
170000,57,67,20,47,50,64,27,34,1,1,RM
170000,57,67,20,50,55,58,53,61,2,1,CM
170000,57,67,20,53,40,56,28,58,1,1,ST
160000,57,67,20,34,52,56,51,61,2,1,CDM
170000,57,67,21,41,53,58,46,62,2,1,CM
170000,57,67,21,57,45,59,21,52,1,1,ST
150000,57,67,20,28,47,50,53,52,1,1,LB
150000,57,67,19,34,51,50,54,65,1,1,CDM
150000,57,67,21,38,47,51,57,59,1,1,RB
160000,57,67,19,56,44,52,21,53,1,1,ST
170000,57,67,21,41,54,56,53,63,2,1,LM
170000,57,67,21,49,49,51,56,70,1,1,CM
170000,57,67,20,51,57,60,38,49,2,1,CAM
170000,57,67,20,49,50,59,43,56,2,1,RM
150000,57,67,22,23,28,34,55,67,1,1,CB
170000,57,67,20,47,53,62,43,51,2,1,CM
150000,57,67,19,21,41,53,57,55,1,1,CB
170000,57,67,21,57,50,56,31,43,1,1,ST
170000,57,67,21,61,44,51,19,51,1,1,ST
160000,57,67,20,43,54,59,55,54,1,1,CDM
170000,57,67,20,42,53,62,50,48,1,1,CM
150000,57,67,20,31,50,46,58,53,2,1,CB
160000,57,66,23,59,50,58,18,55,2,1,RW
150000,57,66,23,36,50,55,55,58,2,1,CDM
160000,57,66,23,51,41,62,20,47,1,1,ST
160000,57,66,21,52,56,55,55,56,1,1,CM
160000,57,66,22,55,47,53,21,51,1,1,ST
160000,57,66,23,57,45,56,27,55,1,1,ST
160000,57,66,22,50,53,56,54,68,2,1,CM
140000,57,66,23,51,56,56,52,58,2,1,LB
160000,57,66,22,51,55,59,38,57,2,1,CM
140000,57,66,22,43,47,55,52,62,1,1,LB
160000,57,66,22,43,50,64,24,47,1,1,RM
140000,57,66,21,26,45,57,56,56,1,1,LB
160000,57,66,20,45,56,61,35,51,1,1,RM
160000,57,66,20,44,54,63,40,42,1,1,RM
150000,57,66,21,43,50,43,56,64,2,1,CDM
150000,57,66,23,35,51,52,52,61,2,1,CDM
160000,57,66,20,49,59,58,40,47,1,1,CM
160000,57,66,20,48,55,61,33,42,1,1,CAM
160000,57,66,22,49,58,62,39,58,1,1,CM
150000,57,66,22,25,33,39,54,69,1,1,CB
160000,57,66,23,47,56,58,45,65,1,1,CM
160000,57,66,22,55,44,59,24,48,1,1,ST
150000,57,65,22,53,42,63,24,59,1,1,ST
150000,57,65,22,54,46,54,43,65,3,1,ST
130000,57,65,19,50,56,56,55,55,1,1,RB
150000,57,65,22,59,46,58,26,54,2,1,CF
150000,57,65,22,43,56,54,45,63,2,1,CM
160000,57,65,20,56,38,49,23,62,1,1,ST
140000,57,65,21,34,44,50,54,66,2,1,LB
150000,57,65,23,46,53,60,48,42,1,1,CM
150000,57,65,23,43,51,62,54,59,2,1,CM
140000,57,65,22,47,52,59,55,55,2,1,CDM
140000,57,65,22,26,41,35,54,68,3,1,CB
140000,57,65,22,37,48,48,56,67,1,1,CDM
150000,57,65,22,54,40,55,25,66,1,1,ST
150000,57,65,22,55,52,58,37,62,1,1,RM
140000,57,64,24,50,56,58,51,62,1,1,CM
140000,57,64,24,47,51,59,46,49,1,1,CM
130000,57,64,22,50,53,55,53,66,1,1,CDM
140000,57,64,22,43,54,63,44,58,2,1,CM
130000,57,64,23,24,47,42,54,56,1,1,LB
130000,57,64,21,47,53,59,52,60,2,1,CDM
150000,57,64,24,53,46,59,25,53,3,1,ST
130000,57,64,21,41,49,56,55,56,1,1,LB
140000,57,64,23,51,58,58,55,58,1,1,CM
130000,57,64,22,28,44,52,55,57,1,1,RB
130000,57,64,22,46,51,57,54,58,1,1,LB
140000,57,64,21,47,54,67,40,46,2,1,CM
130000,57,64,24,22,37,39,56,64,1,1,CB
150000,57,64,22,49,49,61,29,62,1,1,LW
150000,57,64,21,47,53,57,27,49,1,1,RM
130000,57,64,22,28,33,34,61,54,1,1,CB
140000,57,64,22,42,56,55,49,56,1,1,CM
130000,57,63,25,24,32,32,56,65,1,1,CB
140000,57,63,23,41,46,59,47,64,2,1,RM
140000,57,63,23,47,50,63,33,52,1,1,RM
140000,57,63,23,55,52,62,49,58,2,1,CM
130000,57,63,23,35,42,56,56,63,1,1,LB
140000,57,63,21,42,55,60,42,56,2,1,CM
130000,57,63,22,23,27,29,58,62,1,1,CB
140000,57,63,22,56,55,59,36,51,1,1,ST
130000,57,63,23,30,48,56,53,62,3,1,RB
130000,57,63,22,38,43,39,60,72,3,1,RB
140000,57,63,22,39,52,56,48,65,1,1,CM
140000,57,63,23,51,55,62,33,53,1,1,CAM
130000,57,63,24,26,31,33,58,62,1,1,CB
140000,57,62,24,51,56,60,38,54,2,1,CM
140000,57,62,21,52,53,57,39,55,2,1,LM
120000,57,62,22,20,28,35,53,75,1,1,CB
120000,57,62,24,16,29,30,57,61,1,1,CB
140000,57,62,25,44,52,52,58,73,2,1,CM
140000,57,62,23,46,47,66,21,41,2,1,LW
120000,57,62,24,39,49,51,55,58,1,1,RWB
140000,57,62,25,49,55,59,32,62,1,1,CAM
120000,57,62,23,26,45,54,54,53,1,1,LB
120000,57,62,25,30,31,34,55,69,1,1,CB
120000,57,61,24,34,52,53,54,68,3,1,CB
120000,57,61,24,26,28,38,56,72,1,1,CB
130000,57,61,24,47,53,57,49,69,2,1,CM
120000,57,61,24,21,34,42,57,64,1,1,CB
120000,57,61,23,41,54,52,53,61,2,1,CDM
130000,57,60,25,45,53,61,33,50,2,1,LM
130000,57,60,25,51,43,55,26,63,1,1,ST
120000,57,60,24,44,53,55,57,60,2,1,RB
130000,57,60,25,45,47,71,27,39,2,1,RW
130000,57,60,26,52,53,60,53,57,1,1,CM
110000,57,60,25,27,41,53,57,68,1,1,LB
120000,57,60,22,44,52,57,54,66,3,1,CDM
130000,57,60,26,52,54,57,49,61,1,1,CM
130000,57,60,24,55,56,56,34,63,1,1,LW
110000,57,59,24,48,52,53,55,61,1,1,RB
110000,57,59,26,34,47,58,57,70,2,1,CDM
100000,57,58,27,24,38,36,57,70,2,1,LB
120000,57,58,26,54,44,59,21,53,3,1,LW
100000,57,58,27,40,56,57,55,57,1,1,LB
120000,57,58,27,58,42,50,27,56,1,1,ST
120000,57,58,27,52,51,56,35,52,1,1,CAM
80000,57,57,32,59,56,57,49,70,3,1,CAM
100000,57,57,28,48,53,56,39,55,1,1,LM
110000,57,57,28,58,42,57,25,58,1,1,ST
100000,57,57,25,46,50,54,54,58,3,1,RB
100000,57,57,28,48,55,58,55,59,3,1,CM
80000,57,57,31,25,42,47,56,72,1,1,CDM
80000,57,57,30,26,33,37,56,65,1,1,CB
110000,57,57,28,57,33,50,25,76,1,1,ST
90000,57,57,29,27,53,54,54,67,1,1,LB
100000,57,57,28,43,56,59,42,62,2,1,RM
80000,57,57,32,53,53,56,50,59,2,1,LW
60000,57,57,32,48,54,58,52,53,2,1,LB
90000,57,57,29,31,35,53,57,68,2,1,RB
110000,57,57,27,56,42,53,27,53,3,1,ST
0,57,57,34,50,50,54,56,69,1,1,CDM
90000,57,57,28,33,51,54,55,61,1,1,CDM
180000,56,81,17,29,33,35,58,55,1,1,CB
200000,56,79,18,35,53,59,53,58,2,1,CM
200000,56,78,18,51,56,64,42,42,2,1,CM
200000,56,78,18,41,52,58,48,58,1,1,CM
190000,56,78,18,29,43,55,53,59,3,1,LB
210000,56,78,18,57,48,52,26,46,3,1,ST
200000,56,77,18,46,50,60,31,37,1,1,CAM
200000,56,76,19,54,39,52,22,56,1,1,ST
190000,56,76,19,58,48,62,28,45,1,1,LM
190000,56,76,19,49,52,58,33,55,1,1,CAM
180000,56,76,17,41,57,58,50,46,2,1,CM
180000,56,76,17,51,47,58,34,43,2,1,CAM
180000,56,76,18,38,51,55,53,60,1,1,CDM
190000,56,75,19,37,57,62,38,47,2,1,LM
180000,56,75,19,40,47,54,53,66,2,1,CB
190000,56,75,18,55,38,52,21,53,1,1,ST
190000,56,75,18,42,52,58,39,48,1,1,CAM
180000,56,75,19,21,30,30,56,64,1,1,CB
190000,56,75,19,61,47,63,28,40,1,1,RW
170000,56,75,18,27,38,44,54,59,2,1,CB
190000,56,75,18,40,49,62,27,40,2,1,RM
180000,56,75,17,46,51,59,22,41,1,1,RW
190000,56,75,18,55,46,59,31,48,2,1,LW
180000,56,74,19,32,45,55,52,49,1,1,LB
190000,56,74,18,54,46,56,19,54,1,1,ST
200000,56,74,19,53,49,61,35,55,3,1,ST
190000,56,74,18,52,36,53,29,68,1,1,ST
180000,56,74,19,31,43,63,51,48,1,1,LB
190000,56,74,18,41,57,55,33,34,1,1,CAM
200000,56,74,19,57,38,46,22,67,1,1,ST
180000,56,74,19,48,30,33,59,57,1,1,CB
180000,56,74,19,22,37,44,54,58,2,1,CB
190000,56,74,18,48,49,58,23,40,2,1,RM
190000,56,73,19,47,57,55,41,48,2,1,CAM
190000,56,73,20,26,29,38,54,67,1,1,CB
200000,56,73,20,50,51,63,29,38,2,1,LW
200000,56,73,20,48,52,53,45,50,2,1,LM
190000,56,73,19,45,55,57,57,61,2,1,CM
190000,56,73,19,38,55,52,50,60,1,1,CM
190000,56,73,19,47,47,60,25,38,1,1,RM
190000,56,73,18,47,56,55,47,49,2,1,RM
190000,56,73,18,44,54,58,47,55,2,1,CAM
180000,56,73,17,56,34,56,17,47,1,1,ST
170000,56,73,17,53,58,61,53,46,2,1,CDM
180000,56,73,20,36,43,60,51,54,1,1,RWB
170000,56,73,18,30,34,34,59,51,1,1,CB
190000,56,72,19,47,51,59,34,54,3,1,LM
200000,56,72,20,52,53,58,45,58,1,1,CM
200000,56,72,20,57,40,53,26,62,1,1,ST
180000,56,72,20,36,45,53,52,58,1,1,RWB
190000,56,72,19,43,53,59,38,47,3,1,RM
200000,56,72,20,43,55,53,46,48,2,1,RM
180000,56,72,18,51,52,56,42,49,1,1,CM
200000,56,72,20,48,50,58,20,42,2,1,LM
200000,56,72,20,46,53,59,34,38,1,1,CAM
200000,56,72,20,56,38,48,26,66,1,1,ST
170000,56,72,18,37,50,51,54,51,1,1,RB
190000,56,72,19,43,58,62,45,52,1,1,CM
190000,56,72,18,54,36,53,20,54,1,1,ST
170000,56,72,18,28,34,36,55,61,1,1,CB
190000,56,72,19,57,52,59,45,52,2,1,CM
180000,56,72,18,39,54,56,46,54,1,1,CM
180000,56,71,20,40,47,58,53,59,1,1,LWB
190000,56,71,20,27,39,44,58,56,2,1,CB
180000,56,71,20,38,44,54,50,52,1,1,RB
200000,56,71,20,48,51,62,50,51,2,1,RW
180000,56,71,20,40,46,57,50,55,3,1,LB
180000,56,71,20,30,46,50,54,56,2,1,LWB
190000,56,71,19,49,48,59,30,49,2,1,CAM
190000,56,71,21,33,38,42,55,60,1,1,CB
190000,56,71,19,50,49,57,22,45,2,1,LW
190000,56,71,18,54,41,51,22,47,1,1,ST
190000,56,71,20,30,51,47,55,60,2,1,CDM
170000,56,71,18,31,39,41,54,66,1,1,CB
190000,56,71,21,28,38,40,56,58,1,1,CB
170000,56,71,17,26,30,33,57,58,1,1,CB
180000,56,71,20,34,49,55,49,64,1,1,RB
190000,56,71,20,25,43,45,55,61,1,1,CB
200000,56,71,20,49,49,58,22,57,2,1,LM
190000,56,71,19,50,55,59,23,51,1,1,RW
190000,56,71,19,53,49,58,27,49,2,1,LW
190000,56,71,20,24,40,43,54,60,3,1,CB
180000,56,71,18,36,54,56,44,43,3,1,CM
200000,56,70,21,58,44,57,26,59,1,1,LW
200000,56,70,20,58,45,58,25,50,1,1,ST
180000,56,70,19,24,34,36,54,66,1,1,CB
180000,56,70,19,27,47,56,48,54,1,1,RB
200000,56,70,21,49,51,54,45,55,1,1,CAM
200000,56,70,19,52,40,56,24,60,1,1,ST
190000,56,70,20,39,46,49,52,65,2,1,CB
200000,56,70,20,44,58,59,52,54,1,1,CM
200000,56,70,21,46,56,59,43,57,2,1,CM
190000,56,70,20,35,45,34,56,54,1,1,CB
190000,56,70,18,55,38,53,19,52,1,1,ST
190000,56,70,20,37,49,53,51,63,2,1,CDM
190000,56,70,19,46,55,57,48,61,2,1,CM
180000,56,70,20,33,44,48,53,57,1,1,LB
180000,56,70,19,29,37,35,54,58,1,1,CB
190000,56,70,20,27,41,49,54,58,1,1,CB
180000,56,70,19,28,40,54,51,64,1,1,RB
190000,56,70,19,49,54,61,42,52,1,1,CM
190000,56,70,19,48,49,59,24,48,2,1,LM
200000,56,70,20,43,48,60,26,49,3,1,LM
180000,56,70,19,30,35,39,54,63,1,1,CB
190000,56,70,19,47,53,58,37,52,1,1,CM
170000,56,69,21,51,51,57,37,55,1,1,RM
170000,56,69,21,49,46,66,42,45,2,1,CAM
170000,56,69,19,46,56,59,51,56,2,1,CM
160000,56,69,21,52,52,53,52,66,3,1,RB
180000,56,69,20,53,49,57,24,60,1,1,ST
160000,56,69,20,42,51,54,52,56,1,1,RB
170000,56,69,19,48,50,58,41,50,3,1,RM
170000,56,69,20,42,50,57,32,55,1,1,LM
160000,56,69,21,25,27,31,55,65,1,1,CB
160000,56,69,20,29,44,39,53,62,2,1,CB
160000,56,69,19,26,32,36,53,68,1,1,CB
170000,56,69,19,51,55,57,57,57,3,1,CM
150000,56,69,19,35,42,57,55,57,2,1,LB
160000,56,69,20,38,50,53,50,57,1,1,RB
170000,56,69,19,50,48,62,21,45,2,1,RM
150000,56,69,19,31,35,52,57,54,1,1,RB
160000,56,68,20,51,55,59,50,59,1,1,CM
160000,56,68,20,55,39,56,21,51,1,1,ST
150000,56,68,20,28,41,54,53,57,1,1,LB
140000,56,68,19,28,47,53,49,58,1,1,RB
150000,56,68,20,50,48,54,50,65,3,1,LWB
160000,56,68,20,50,54,61,35,51,2,1,CM
150000,56,68,22,26,29,31,54,69,1,1,CB
160000,56,68,21,44,46,58,27,51,1,1,RW
150000,56,68,20,30,48,51,57,56,1,1,LB
150000,56,68,20,29,42,50,55,62,1,1,RB
140000,56,68,18,44,52,54,55,48,1,1,RB
160000,56,68,19,46,52,65,36,44,2,1,CAM
160000,56,68,19,44,45,63,27,51,2,1,RW
140000,56,68,18,34,33,35,55,61,1,1,CB
160000,56,68,21,53,43,61,32,58,1,1,ST
160000,56,68,21,51,50,62,30,56,1,1,CF
150000,56,68,19,37,51,62,52,53,3,1,CM
160000,56,68,19,50,55,57,34,41,3,1,CAM
140000,56,68,18,28,31,38,57,61,1,1,CB
150000,56,68,21,25,49,55,52,52,1,1,LB
160000,56,68,19,54,42,57,19,53,1,1,ST
160000,56,68,20,53,54,58,29,41,3,1,LM
160000,56,68,21,52,35,51,22,57,1,1,ST
150000,56,68,18,47,55,56,52,62,1,1,CM
150000,56,68,20,36,43,55,50,50,1,1,LB
150000,56,68,19,52,54,53,45,62,1,1,CM
150000,56,68,21,29,36,57,53,57,1,1,RB
160000,56,68,20,54,35,51,27,68,1,1,ST
160000,56,68,19,57,32,55,22,40,1,1,ST
130000,56,68,17,42,50,54,54,59,1,1,CDM
140000,56,68,18,42,48,57,53,65,2,1,CDM
160000,56,68,19,52,54,58,34,36,1,1,LM
150000,56,68,21,34,49,51,54,63,1,1,CDM
150000,56,68,20,28,37,35,55,64,1,1,CB
140000,56,67,22,38,51,53,55,62,2,1,RB
140000,56,67,21,29,42,43,58,64,2,1,LB
160000,56,67,20,36,52,62,22,33,1,1,CAM
140000,56,67,22,35,43,54,53,58,1,1,LB
140000,56,67,22,35,41,56,54,60,1,1,LWB
160000,56,67,20,55,43,53,22,50,1,1,ST
140000,56,67,22,24,40,42,53,64,2,1,CB
140000,56,67,22,28,34,38,55,67,1,1,CB
150000,56,67,19,46,54,62,51,51,2,1,CM
160000,56,67,20,43,55,60,35,51,1,1,CAM
140000,56,67,21,42,52,50,57,64,1,1,CDM
140000,56,67,21,23,35,38,56,61,1,1,CB
150000,56,67,19,55,39,48,19,55,1,1,ST
150000,56,67,22,49,51,57,31,62,2,1,LM
150000,56,67,22,45,53,55,36,47,2,1,CAM
160000,56,67,20,50,53,60,31,41,1,1,CAM
150000,56,67,21,48,55,55,41,58,3,1,CM
140000,56,67,19,23,25,37,58,59,2,1,CB
140000,56,67,20,29,37,55,55,57,1,1,RB
150000,56,66,21,54,51,56,41,57,1,1,ST
140000,56,66,22,43,57,62,54,58,2,1,CM
130000,56,66,20,50,51,56,52,50,1,1,RB
